run,n_generation,n_variation,n_format,structure,task_type,text_prompt,image_prompt,model_response,extracted_response,expected_response,match,similarity,node_font,node_color,edge_width,task_id,attempt,num_nodes,resolution
2,2,1,1,binary_tree,in_order,"'###Instruction### [Given a binary tree, perform a post-order traversal.]\n    ###Context### [The binary tree is the data structure that is visually represented in the attached image.]\n    ###Task### [Provide a single-line Python list for the post-order traversal.]'",images/binary_tree/bit_run-3_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-88809a18-3121-4d1b-812a-42753b994308.png," [11, 4, 3, 54, 31, 90]","[11, 4, 3, 54, 31, 90]","[11, 4, 3, 54, 31, 90]",True,100.0,sans-serif,#fee4b3,1.0,None,3,6,512
2,2,1,1,binary_tree,in_order,"'###Instruction### [Given a binary tree, perform a post-order traversal.]\n    ###Context### [The binary tree is the data structure that is visually represented in the attached image.]\n    ###Task### [Provide a single-line Python list for the post-order traversal.]'",images/binary_tree/bit_run-3_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-88809a18-3121-4d1b-812a-42753b994308.png," [11, 4, 3, 54, 31, 90]","[11, 4, 3, 54, 31, 90]","[11, 4, 3, 54, 31, 90]",True,100.0,sans-serif,#fee4b3,1.0,None,3,6,512
2,2,1,1,binary_tree,in_order,"'###Instruction### [Given a binary tree, perform a post-order traversal.]\n    ###Context### [The binary tree is the data structure that is visually represented in the attached image.]\n    ###Task### [Provide a single-line Python list for the post-order traversal.]'",images/binary_tree/bit_run-3_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-88809a18-3121-4d1b-812a-42753b994308.png," [11, 4, 3, 54, 31, 90]","[11, 4, 3, 54, 31, 90]","[11, 4, 3, 54, 31, 90]",True,100.0,sans-serif,#fee4b3,1.0,None,3,6,512
2,2,1,1,binary_tree,post_order,"'###Instruction### [Given a binary tree, perform a post-order traversal.]\n    ###Context### [The binary tree is the data structure that is visually represented in the attached image.]\n    ###Task### [Provide a single-line Python list for the post-order traversal.]'",images/binary_tree/bit_run-3_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-88809a18-3121-4d1b-812a-42753b994308.png," [11, 3, 4, 31, 90, 54]","[11, 3, 4, 31, 90, 54]","[11, 3, 4, 31, 90, 54]",True,100.0,sans-serif,#fee4b3,1.0,None,3,6,512
2,2,1,1,binary_tree,post_order,"'###Instruction### [Given a binary tree, perform a post-order traversal.]\n    ###Context### [The binary tree is the data structure that is visually represented in the attached image.]\n    ###Task### [Provide a single-line Python list for the post-order traversal.]'",images/binary_tree/bit_run-3_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-88809a18-3121-4d1b-812a-42753b994308.png," [11, 3, 4, 31, 90, 54]","[11, 3, 4, 31, 90, 54]","[11, 3, 4, 31, 90, 54]",True,100.0,sans-serif,#fee4b3,1.0,None,3,6,512
2,2,1,1,binary_tree,post_order,"'###Instruction### [Given a binary tree, perform a post-order traversal.]\n    ###Context### [The binary tree is the data structure that is visually represented in the attached image.]\n    ###Task### [Provide a single-line Python list for the post-order traversal.]'",images/binary_tree/bit_run-3_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-88809a18-3121-4d1b-812a-42753b994308.png," [11, 3, 4, 31, 90, 54]","[11, 3, 4, 31, 90, 54]","[11, 3, 4, 31, 90, 54]",True,100.0,sans-serif,#fee4b3,1.0,None,3,6,512
3,3,1,1,binary_tree,pre_order,"'###Instruction### [Given a binary tree, perform a post-order traversal.]\n    ###Context### [The binary tree is the data structure that is visually represented in the attached image.]\n    ###Task### [Provide a single-line Python list for the post-order traversal.]'",images/binary_tree/bit_run-3_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-88809a18-3121-4d1b-812a-42753b994308.png," [59, 26, 43, 41, 39, 25, 18, 60, 78]","[59, 26, 43, 41, 39, 25, 18, 60, 78]","[59, 26, 43, 41, 39, 25, 18, 60, 78]",True,100.0,sans-serif,#fee4b3,1.0,None,3,9,512
3,3,1,1,binary_tree,pre_order,"'###Instruction### [Given a binary tree, perform a post-order traversal.]\n    ###Context### [The binary tree is the data structure that is visually represented in the attached image.]\n    ###Task### [Provide a single-line Python list for the post-order traversal.]'",images/binary_tree/bit_run-3_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-88809a18-3121-4d1b-812a-42753b994308.png," [59, 26, 43, 41, 39, 25, 18, 60, 78]","[59, 26, 43, 41, 39, 25, 18, 60, 78]","[59, 26, 43, 41, 39, 25, 18, 60, 78]",True,100.0,sans-serif,#fee4b3,1.0,None,3,9,512
3,3,1,1,binary_tree,pre_order,"'###Instruction### [Given a binary tree, perform a post-order traversal.]\n    ###Context### [The binary tree is the data structure that is visually represented in the attached image.]\n    ###Task### [Provide a single-line Python list for the post-order traversal.]'",images/binary_tree/bit_run-3_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-88809a18-3121-4d1b-812a-42753b994308.png," [59, 26, 43, 41, 39, 25, 18, 60, 78]","[59, 26, 43, 41, 39, 25, 18, 60, 78]","[59, 26, 43, 41, 39, 25, 18, 60, 78]",True,100.0,sans-serif,#fee4b3,1.0,None,3,9,512
3,3,1,1,binary_tree,in_order,"'###Instruction### [Given a binary tree, perform a post-order traversal.]\n    ###Context### [The binary tree is the data structure that is visually represented in the attached image.]\n    ###Task### [Provide a single-line Python list for the post-order traversal.]'",images/binary_tree/bit_run-3_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-88809a18-3121-4d1b-812a-42753b994308.png," [43, 41, 39, 26, 25, 59, 60, 18, 78]","[43, 41, 39, 26, 25, 59, 60, 18, 78]","[41, 43, 39, 26, 25, 59, 60, 18, 78]",False,77.77777777777779,sans-serif,#fee4b3,1.0,None,3,9,512
3,3,1,1,binary_tree,in_order,"'###Instruction### [Given a binary tree, perform a post-order traversal.]\n    ###Context### [The binary tree is the data structure that is visually represented in the attached image.]\n    ###Task### [Provide a single-line Python list for the post-order traversal.]'",images/binary_tree/bit_run-3_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-88809a18-3121-4d1b-812a-42753b994308.png," [43, 41, 39, 26, 25, 59, 60, 18, 78]","[43, 41, 39, 26, 25, 59, 60, 18, 78]","[41, 43, 39, 26, 25, 59, 60, 18, 78]",False,77.77777777777779,sans-serif,#fee4b3,1.0,None,3,9,512
3,3,1,1,binary_tree,in_order,"'###Instruction### [Given a binary tree, perform a post-order traversal.]\n    ###Context### [The binary tree is the data structure that is visually represented in the attached image.]\n    ###Task### [Provide a single-line Python list for the post-order traversal.]'",images/binary_tree/bit_run-3_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-88809a18-3121-4d1b-812a-42753b994308.png," [43, 41, 39, 26, 25, 59, 60, 18, 78]","[43, 41, 39, 26, 25, 59, 60, 18, 78]","[41, 43, 39, 26, 25, 59, 60, 18, 78]",False,77.77777777777779,sans-serif,#fee4b3,1.0,None,3,9,512
3,3,1,1,binary_tree,post_order,"'###Instruction### [Given a binary tree, perform a post-order traversal.]\n    ###Context### [The binary tree is the data structure that is visually represented in the attached image.]\n    ###Task### [Provide a single-line Python list for the post-order traversal.]'",images/binary_tree/bit_run-3_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-88809a18-3121-4d1b-812a-42753b994308.png," [41, 39, 43, 25, 26, 60, 78, 18, 59]","[41, 39, 43, 25, 26, 60, 78, 18, 59]","[41, 39, 43, 25, 26, 60, 78, 18, 59]",True,100.0,sans-serif,#fee4b3,1.0,None,3,9,512
3,3,1,1,binary_tree,post_order,"'###Instruction### [Given a binary tree, perform a post-order traversal.]\n    ###Context### [The binary tree is the data structure that is visually represented in the attached image.]\n    ###Task### [Provide a single-line Python list for the post-order traversal.]'",images/binary_tree/bit_run-3_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-88809a18-3121-4d1b-812a-42753b994308.png," [41, 39, 43, 25, 26, 60, 78, 18, 59]","[41, 39, 43, 25, 26, 60, 78, 18, 59]","[41, 39, 43, 25, 26, 60, 78, 18, 59]",True,100.0,sans-serif,#fee4b3,1.0,None,3,9,512
3,3,1,1,binary_tree,post_order,"'###Instruction### [Given a binary tree, perform a post-order traversal.]\n    ###Context### [The binary tree is the data structure that is visually represented in the attached image.]\n    ###Task### [Provide a single-line Python list for the post-order traversal.]'",images/binary_tree/bit_run-3_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-88809a18-3121-4d1b-812a-42753b994308.png," [41, 39, 43, 25, 26, 60, 78, 18, 59]","[41, 39, 43, 25, 26, 60, 78, 18, 59]","[41, 39, 43, 25, 26, 60, 78, 18, 59]",True,100.0,sans-serif,#fee4b3,1.0,None,3,9,512
1,1,1,1,binary_search_tree,pre_order,"'###Instruction### [Given a binary search tree, perform a post-order traversal.]\n    ###Context### [The binary search tree is the data structure that is visually represented in the attached image.]\n    ###Task### [Provide a single-line Python list for the post-order traversal.]'",images/binary_search_tree/bst_run-3_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-c0033ba4-08dd-46b9-9bd9-b71454682877.png," [81, 93, 91]","[81, 93, 91]","[81, 93, 91]",True,100.0,sans-serif,#fee4b3,1.0,None,3,3,512
1,1,1,1,binary_search_tree,pre_order,"'###Instruction### [Given a binary search tree, perform a post-order traversal.]\n    ###Context### [The binary search tree is the data structure that is visually represented in the attached image.]\n    ###Task### [Provide a single-line Python list for the post-order traversal.]'",images/binary_search_tree/bst_run-3_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-c0033ba4-08dd-46b9-9bd9-b71454682877.png," [81, 93, 91]","[81, 93, 91]","[81, 93, 91]",True,100.0,sans-serif,#fee4b3,1.0,None,3,3,512
1,1,1,1,binary_search_tree,pre_order,"'###Instruction### [Given a binary search tree, perform a post-order traversal.]\n    ###Context### [The binary search tree is the data structure that is visually represented in the attached image.]\n    ###Task### [Provide a single-line Python list for the post-order traversal.]'",images/binary_search_tree/bst_run-3_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-c0033ba4-08dd-46b9-9bd9-b71454682877.png," [81, 93, 91]","[81, 93, 91]","[81, 93, 91]",True,100.0,sans-serif,#fee4b3,1.0,None,3,3,512
1,1,1,1,binary_search_tree,in_order,"'###Instruction### [Given a binary search tree, perform a post-order traversal.]\n    ###Context### [The binary search tree is the data structure that is visually represented in the attached image.]\n    ###Task### [Provide a single-line Python list for the post-order traversal.]'",images/binary_search_tree/bst_run-3_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-c0033ba4-08dd-46b9-9bd9-b71454682877.png," [91, 81, 93]","[91, 81, 93]","[81, 91, 93]",False,33.33333333333333,sans-serif,#fee4b3,1.0,None,3,3,512
1,1,1,1,binary_search_tree,in_order,"'###Instruction### [Given a binary search tree, perform a post-order traversal.]\n    ###Context### [The binary search tree is the data structure that is visually represented in the attached image.]\n    ###Task### [Provide a single-line Python list for the post-order traversal.]'",images/binary_search_tree/bst_run-3_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-c0033ba4-08dd-46b9-9bd9-b71454682877.png," [91, 81, 93]","[91, 81, 93]","[81, 91, 93]",False,33.33333333333333,sans-serif,#fee4b3,1.0,None,3,3,512
1,1,1,1,binary_search_tree,in_order,"'###Instruction### [Given a binary search tree, perform a post-order traversal.]\n    ###Context### [The binary search tree is the data structure that is visually represented in the attached image.]\n    ###Task### [Provide a single-line Python list for the post-order traversal.]'",images/binary_search_tree/bst_run-3_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-c0033ba4-08dd-46b9-9bd9-b71454682877.png," [91, 81, 93]","[91, 81, 93]","[81, 91, 93]",False,33.33333333333333,sans-serif,#fee4b3,1.0,None,3,3,512
1,1,1,1,binary_search_tree,post_order,"'###Instruction### [Given a binary search tree, perform a post-order traversal.]\n    ###Context### [The binary search tree is the data structure that is visually represented in the attached image.]\n    ###Task### [Provide a single-line Python list for the post-order traversal.]'",images/binary_search_tree/bst_run-3_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-c0033ba4-08dd-46b9-9bd9-b71454682877.png," [91, 81, 93]","[91, 81, 93]","[91, 93, 81]",False,33.33333333333333,sans-serif,#fee4b3,1.0,None,3,3,512
1,1,1,1,binary_search_tree,post_order,"'###Instruction### [Given a binary search tree, perform a post-order traversal.]\n    ###Context### [The binary search tree is the data structure that is visually represented in the attached image.]\n    ###Task### [Provide a single-line Python list for the post-order traversal.]'",images/binary_search_tree/bst_run-3_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-c0033ba4-08dd-46b9-9bd9-b71454682877.png," [91, 81, 93]","[91, 81, 93]","[91, 93, 81]",False,33.33333333333333,sans-serif,#fee4b3,1.0,None,3,3,512
1,1,1,1,binary_search_tree,post_order,"'###Instruction### [Given a binary search tree, perform a post-order traversal.]\n    ###Context### [The binary search tree is the data structure that is visually represented in the attached image.]\n    ###Task### [Provide a single-line Python list for the post-order traversal.]'",images/binary_search_tree/bst_run-3_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-c0033ba4-08dd-46b9-9bd9-b71454682877.png," [91, 81, 93]","[91, 81, 93]","[91, 93, 81]",False,33.33333333333333,sans-serif,#fee4b3,1.0,None,3,3,512
2,2,1,1,binary_search_tree,pre_order,"'###Instruction### [Given a binary search tree, perform a post-order traversal.]\n    ###Context### [The binary search tree is the data structure that is visually represented in the attached image.]\n    ###Task### [Provide a single-line Python list for the post-order traversal.]'",images/binary_search_tree/bst_run-3_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-c0033ba4-08dd-46b9-9bd9-b71454682877.png," [10, 76, 27, 25, 82, 86]","[10, 76, 27, 25, 82, 86]","[10, 76, 27, 25, 82, 86]",True,100.0,sans-serif,#fee4b3,1.0,None,3,6,512
2,2,1,1,binary_search_tree,pre_order,"'###Instruction### [Given a binary search tree, perform a post-order traversal.]\n    ###Context### [The binary search tree is the data structure that is visually represented in the attached image.]\n    ###Task### [Provide a single-line Python list for the post-order traversal.]'",images/binary_search_tree/bst_run-3_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-c0033ba4-08dd-46b9-9bd9-b71454682877.png," [10, 76, 27, 25, 82, 86]","[10, 76, 27, 25, 82, 86]","[10, 76, 27, 25, 82, 86]",True,100.0,sans-serif,#fee4b3,1.0,None,3,6,512
2,2,1,1,binary_search_tree,pre_order,"'###Instruction### [Given a binary search tree, perform a post-order traversal.]\n    ###Context### [The binary search tree is the data structure that is visually represented in the attached image.]\n    ###Task### [Provide a single-line Python list for the post-order traversal.]'",images/binary_search_tree/bst_run-3_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-c0033ba4-08dd-46b9-9bd9-b71454682877.png," [10, 76, 27, 25, 82, 86]","[10, 76, 27, 25, 82, 86]","[10, 76, 27, 25, 82, 86]",True,100.0,sans-serif,#fee4b3,1.0,None,3,6,512
2,2,1,1,binary_search_tree,in_order,"'###Instruction### [Given a binary search tree, perform a post-order traversal.]\n    ###Context### [The binary search tree is the data structure that is visually represented in the attached image.]\n    ###Task### [Provide a single-line Python list for the post-order traversal.]'",images/binary_search_tree/bst_run-3_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-c0033ba4-08dd-46b9-9bd9-b71454682877.png," [25, 27, 10, 76, 82, 86]","[25, 27, 10, 76, 82, 86]","[10, 25, 27, 76, 82, 86]",False,50.0,sans-serif,#fee4b3,1.0,None,3,6,512
2,2,1,1,binary_search_tree,in_order,"'###Instruction### [Given a binary search tree, perform a post-order traversal.]\n    ###Context### [The binary search tree is the data structure that is visually represented in the attached image.]\n    ###Task### [Provide a single-line Python list for the post-order traversal.]'",images/binary_search_tree/bst_run-3_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-c0033ba4-08dd-46b9-9bd9-b71454682877.png," [25, 27, 76, 10, 82, 86]","[25, 27, 76, 10, 82, 86]","[10, 25, 27, 76, 82, 86]",False,33.33333333333333,sans-serif,#fee4b3,1.0,None,3,6,512
2,2,1,1,binary_search_tree,in_order,"'###Instruction### [Given a binary search tree, perform a post-order traversal.]\n    ###Context### [The binary search tree is the data structure that is visually represented in the attached image.]\n    ###Task### [Provide a single-line Python list for the post-order traversal.]'",images/binary_search_tree/bst_run-3_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-c0033ba4-08dd-46b9-9bd9-b71454682877.png," [25, 27, 10, 76, 82, 86]","[25, 27, 10, 76, 82, 86]","[10, 25, 27, 76, 82, 86]",False,50.0,sans-serif,#fee4b3,1.0,None,3,6,512
2,2,1,1,binary_search_tree,post_order,"'###Instruction### [Given a binary search tree, perform a post-order traversal.]\n    ###Context### [The binary search tree is the data structure that is visually represented in the attached image.]\n    ###Task### [Provide a single-line Python list for the post-order traversal.]'",images/binary_search_tree/bst_run-3_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-c0033ba4-08dd-46b9-9bd9-b71454682877.png," [25, 27, 10, 82, 86, 76]","[25, 27, 10, 82, 86, 76]","[25, 27, 86, 82, 76, 10]",False,50.0,sans-serif,#fee4b3,1.0,None,3,6,512
2,2,1,1,binary_search_tree,post_order,"'###Instruction### [Given a binary search tree, perform a post-order traversal.]\n    ###Context### [The binary search tree is the data structure that is visually represented in the attached image.]\n    ###Task### [Provide a single-line Python list for the post-order traversal.]'",images/binary_search_tree/bst_run-3_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-c0033ba4-08dd-46b9-9bd9-b71454682877.png," [25, 27, 10, 82, 86, 76]","[25, 27, 10, 82, 86, 76]","[25, 27, 86, 82, 76, 10]",False,50.0,sans-serif,#fee4b3,1.0,None,3,6,512
2,2,1,1,binary_search_tree,post_order,"'###Instruction### [Given a binary search tree, perform a post-order traversal.]\n    ###Context### [The binary search tree is the data structure that is visually represented in the attached image.]\n    ###Task### [Provide a single-line Python list for the post-order traversal.]'",images/binary_search_tree/bst_run-3_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-c0033ba4-08dd-46b9-9bd9-b71454682877.png," [25, 27, 10, 82, 86, 76]","[25, 27, 10, 82, 86, 76]","[25, 27, 86, 82, 76, 10]",False,50.0,sans-serif,#fee4b3,1.0,None,3,6,512
3,3,1,1,binary_search_tree,pre_order,"'###Instruction### [Given a binary search tree, perform a post-order traversal.]\n    ###Context### [The binary search tree is the data structure that is visually represented in the attached image.]\n    ###Task### [Provide a single-line Python list for the post-order traversal.]'",images/binary_search_tree/bst_run-3_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-c0033ba4-08dd-46b9-9bd9-b71454682877.png," [56, 43, 40, 44, 50, 49, 21, 89, 90]","[56, 43, 40, 44, 50, 49, 21, 89, 90]","[56, 43, 40, 50, 44, 49, 21, 89, 90]",False,77.77777777777779,sans-serif,#fee4b3,1.0,None,3,9,512
3,3,1,1,binary_search_tree,pre_order,"'###Instruction### [Given a binary search tree, perform a post-order traversal.]\n    ###Context### [The binary search tree is the data structure that is visually represented in the attached image.]\n    ###Task### [Provide a single-line Python list for the post-order traversal.]'",images/binary_search_tree/bst_run-3_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-c0033ba4-08dd-46b9-9bd9-b71454682877.png," [56, 43, 40, 44, 50, 49, 21, 89, 90]","[56, 43, 40, 44, 50, 49, 21, 89, 90]","[56, 43, 40, 50, 44, 49, 21, 89, 90]",False,77.77777777777779,sans-serif,#fee4b3,1.0,None,3,9,512
3,3,1,1,binary_search_tree,pre_order,"'###Instruction### [Given a binary search tree, perform a post-order traversal.]\n    ###Context### [The binary search tree is the data structure that is visually represented in the attached image.]\n    ###Task### [Provide a single-line Python list for the post-order traversal.]'",images/binary_search_tree/bst_run-3_gen-3_var-1_fmt-1_thk-10_clr-abe0f9_fnt-sansserif_res-512_idn-c0033ba4-08dd-46b9-9bd9-b71454682877.png," [56, 43, 40, 44, 50, 49, 21, 89, 90]","[56, 43, 40, 44, 50, 49, 21, 89, 90]","[56, 43, 40, 50, 44, 49, 21, 89, 90]",False,77.77777777777779,sans-serif,#fee4b3,1.0,None,3,9,512
